code,name,mv_mean,amount_mean,profit,主营产品名称,主营产品类型,公司简介
300053.SZ,欧比特,659286.2733017377,181262.36234024898,42636497.1,EIPC1000-D打印机主板、EIPC1000-M计算机控制主板、EIPC2000-HHART-485/232适配器、EIPC2000-L智能无纸记录仪、EIPC2000-T无线测控终端、EIPC3000-L彩色无纸记录仪、EIPC3000-T无线测控终端、EMBC1000-CD 通用控制显示模块、EMBC1000-HiRelOBC 高可靠控制计算机CPU板、EMBC1000-PCI1553B 通讯模块、EMBC1000-PCI429 通讯模块、EMBC1000-PCI429EI 通讯模块、EMBC1000-USB1553B 通讯模块、EMBC1000-USB429 通讯模块、EMBC1000-USB429EI 通讯模块、OBT1553 总线控制器、OBT429 总线控制器、OBT-CAN 总线控制器、Orion 3.0 集成开发环境(IDE)、Orion 4.0 集成开发环境(IDE)、Orion 5.0 集成开发环境(IDE)、S695-DKit TSC695F应用开发系统、S698 32位RISC处理器、S698-DKit S698应用开发系统、S698-ECR 32位商用设备专用芯片、S698ECR-DKit S698-ECR应用开发系统、S698IP-DVKit 单核SOC验证开发系统、S698M 32位通用RISC处理器、S698-MIL 32位高可靠高性能SOC芯片、S698MIL-DKit S698-MIL应用开发系统、S698-S 高可靠32位通用处理器芯片、S698-VME 集成VME总线控制器的SOC芯片、S698-XP 高性能测控设备专用SOC芯片,电子测试和测量仪器、电子元器件、集成电路,公司于2000年3月在珠海特区创立，是首家登陆中国创业板的IC设计公司，现隶属于珠海国资委，由珠海格力集团控股。公司推崇“芯科技、兴中国；小卫星、大数据”的发展理念，主要从事宇航电子、维纳卫星星座及卫星大数据、人工智能技术的研制与生产，服务于航空航天、工业控制、地理信息、国土资源、农林牧渔、环保交通、智慧城市、数字政府、现代金融、个人消费等领域。公司是首家登陆深圳证券交易所创业板的IC设计公司(2010年)，是我国宇航SPARC V8处理器SOC的标杆企业、立体封装SIP宇航微系统的开拓者、卫星星座运营及卫星大数据应用领航者。公司通过了“高新技术企业”和“集成电路设计企业”，首批通过了“双软”认证，是SPARC国际协会会员单位、国家IP核库高级会员、半导体行业协会会员、珠海南方集成电路设计服务中心特约客户和珠海市软件协会和信息协会理事单位、国家火炬计划项目研制单位、广东省国产卫星技术创新联盟理事长单位、中国人工智能产业技术创新战略联盟会员单位。公司重视产学研发展，与数十家高校、科学院院所、航天航空院所、大型企业等成了联合研发中心；公司重视学术研究，经国家批准，院士工作站、博士后工作站和博士后科研实践基地分别落户公司。
603203.SH,快克股份,653412.5591211804,72059.18824481327,267657713.93,点胶机器人、解焊工具、解焊设备、静电防护、柔性自动化生产线、锁付机器人、锡焊工具、锡焊机器人、烟雾过滤,专用设备与零部件,快克智能装备股份有限公司为SMT&精密电子组装&半导体封装检测领域提供智能装备解决方案，公司在三个战略方向有着长期的设备研发规划和投入：(1)引领精密焊接技术；(2)夯实3D机器视觉&精密点胶贴合技术，形成SMT&精密电子组装微组装设备成套能力；(3)发展半导体封装检测领域高端装备。在高速高精运动控制、系统软件开发、深度学习平台&3D视觉算法、精密机构模块等多方面创新形成技术know-how；公司高可靠&精密焊接、AOI机器视觉、高精点胶贴合等工艺装备广泛应用于智能手机穿戴、新能源汽车电子、IIoT、半导体等行业，推动工业数字化、智能化升级。公司是国家高新技术企业，教育部认定的“1+X”电子装联职业教育评价组织，“专精特新”隐形冠军企业。
300576.SZ,容大感光,648072.2008549672,240403.49538174274,40002025.76,电路板油墨、光刻胶、特种油墨,有机化工原料,公司为国家级高新技术企业，掌握了PCB油墨、光刻胶等电子化学产品生产过程中的树脂合成、光敏剂合成、配方设计及制造等关键核心技术，拥有多项发明专利。公司主要产品“容大”牌PCB感光油墨和光刻胶均系公司自主研发的产品，可应用于PCB、显示屏、触摸屏、精密金属加工等领域，在市场上拥有较高的品牌知名度。公司近年来先后荣获中国电子电路百强企业、中国印制电路行业百强企业、广东省著名商标等一系列荣誉。公司凭借先进的技术、完整的产品系列及稳定的产品性能，与多家PCB大中型客户建立了长期、稳定的合作关系，公司主要客户包括无锡健鼎、奥士康、悦虎电路、川亿公司、金像电子等国内较为知名的PCB制造企业。
300429.SZ,强力新材,584081.6186878033,129910.56400829875,114848305.8,光刻胶树脂、光刻胶用光引发剂,其他化学品,公司是一家以应用研究为导向，立足于产品自主研发创新的高新技术企业，专业从事电子材料领域各类光刻胶专用电子化学品的研发、生产和销售及相关贸易业务。公司主要产品为光刻胶专用化学品，分为光刻胶用光引发剂(包括光增感剂、光致产酸剂等)和光刻胶树脂。公司的产品按照应用领域分类，主要有印制电路板(PCB)光刻胶专用化学品(光引发剂和树脂)、液晶显示器(LCD)光刻胶光引发剂、半导体光刻胶光引发剂及其他用途光引发剂。公司已荣获国家火炬计划重点高新技术企业、江苏省守合同重信用企业等多项荣誉以及高新技术成果转化项目等多个奖项。获得了ISO9001:2008质量管理认证、ISO14001:2004环境管理认证、OHSAS18001:2007职业健康安全管理认证等多项管理认证。
003043.SZ,华亚智能,562455.0819672131,140950.75136099587,111081875.27,4W-EFEM化学气相淀积设备、PCB检测设备结构件、X射线光谱测定分析仪结构件、超高亮度LED和功率器件外延片、翅片式换热器结构件、高铁风道系统结构件、高铁空调系统结构件、高铁座椅总成结构件、高压输变电电气开关柜及内部结构件、光伏逆变器散热箱体结构件、光伏逆变器箱体结构件、轨道交通牵引系统结构件、晶圆（清洗、沉积）化学反应平台结构件、晶圆（清洗、沉积）控制平台结构件、晶圆成膜设备（PECVD）气体输送装置结构件、晶圆检测设备（AWX）成像检测平台结构件、晶圆刻蚀气体输送中心结构件、六氟化硫气箱结构件、全自动锡膏印刷机、芯片薄膜沉积设备零部件、液晶面板清洗线、医用灯臂结构件、医用吊塔结构件、医用手术床结构件,专用设备与零部件,公司以半导体设备领域业务为发展核心，致力于成为半导体设备领域国内领先的集精密金属结构件制造、设备装配及维修服务为一体的综合配套服务商。目前，公司业务领域涵盖半导体设备领域，和新能源及电力设备、通用设备、轨道交通、医疗器械等其他领域。在半导体设备领域，公司客户为超科林、ICHOR、依工电子等设备部件制造商，产品已进入半导体晶圆制造设备国际巨头AMAT、Lam Research和国内领先制造商中微半导体的供应链体系，为高端半导体刻蚀、沉积等设备提供精密金属结构件，是国内为数不多的专业高端精密金属制造服务商之一；公司成立专业子公司，布局半导体设备部件维修业务领域，以提高公司在半导体设备领域的整体配套服务水平。
603078.SH,江化微,546235.0604413083,232606.19769874477,56507706.01,超净高纯试剂、光刻胶配套试剂,化学试剂,公司是目前国内生产规模大、品种齐全、配套完善的湿电子化学品专业服务提供商。公司主要从事超净高纯试剂、光刻胶及光刻胶配套试剂等专用湿电子化学品的研发、生产和销售业务。公司产品主要适用于平板显示、半导体及LED、光伏太阳能以及硅片、锂电池、光磁等电子元器件微细加工的清洗、光刻、显影、蚀刻、去膜、掺杂等制造工艺过程中。公司主要生产设备和测试仪器全部从国外引进，产品质量达到国际同类先进水平。“江化”品牌一直作为国内众多知名的半导体、晶体硅太阳能、大尺寸液晶厂家优选供应商，产品并已远销海外。公司秉持“追求完美，做顾客依赖的合作伙伴”的经营理念和“科学管理、品质一流、追求卓越、满足顾客”的质量方针，不断开发先进的工艺技术和生产高性能的微电子化学品为己任，致力于微电子、光电子专用湿电子化学品制造业的发展，不断满足电子工业日新月异发展的需求。
688135.SH,利扬芯片,541881.4229508197,126792.068,105841853.17,利扬芯片集成电路晶圆测试、利扬芯片集成电路芯片成品测试、利扬芯片芯片测试方案开发,集成电路,"公司是国内知名的独立第三方集成电路测试服务商，主营业务包括集成电路测试方案开发、12英寸及8英寸晶圆测试服务、芯片成品测试服务以及与集成电路测试相关的配套服务。公司为汇顶科技、全志科技、国民技术、东软载波、博通集成、锐能微、比特微、西南集成、中兴微、智芯微、紫光同芯、集创北方、博雅科技、华大半导体、高云半导体等众多行业内知名的芯片设计企业提供测试服务,公司经过多年的发展，已成为国内最大的独立第三方集成电路测试基地之一。自公司成立以来，先后被评为民营科技型企业、国家级高新技术企业、中国IC风云榜2019年度新锐公司等。"
300548.SZ,博创科技,534467.1450682712,128055.05423206752,162410479.04,反射器、光纤辅件、光纤监控系统、光纤密排、光纤阵列、基于MEMS的可调光衰减器、基于PLC的可调光衰减器、可调光功率波分复用器、平面波导型光分路器、气密性光纤阵列、阵列波导光栅,通信系统与平台、通信线缆、专用设备与零部件,公司是一家由美国通信行业的资深专业人员回国创办的中外合资企业，主营业务是光通信领域集成光电子器件的研发、生产和销售。公司致力于平面波导(PLC)集成光学技术的规模化应用，专注于高端光无源器件和有源器件的开发，在芯片设计与后加工、器件封装和光学测试领域拥有多项自主研发并全球领先的核心技术和生产工艺。公司主要产品包括光无源器件和光有源器件两大类。公司作为国家级高新技术企业，坚持以技术创新带动企业发展，建立了由公司高层亲自参与的多层次的研发体系，培养了大批基础扎实、技术一流的工程技术人员，提升了整个技术团队的自主创新能力和技术水平。公司目前拥有多项发明专利和实用新型专利，并拥有多项专有技术和软件著作权。经过多年的努力，公司已在市场上树立了质量可靠、服务完善的良好品牌形象，同时也在海外市场开拓了众多的优质客户，具有较高的知名度和美誉度，获得了国内外客户的认同，为公司的持续发展建立了良好的市场基础。
002383.SZ,合众思壮,519015.3537382951,104174.83295435684,-92704523.84,G1000综合航电系统、GARMIN(佳明) Edge 705、GARMIN(佳明) Forerunner 405 GPS手表、GARMIN(佳明) Oregon 400t、GIS采集-集思宝GPS、GMA 340、GMX 200、GNC 300XL TSO、GNS 530W、GPS 155XL、GPS 500W、GPSMAP 396、GPSMAP 496、GPSMAP 96C、GPS测量&测绘、GVN车载导航模块、GWX 68、LBS车辆监控调度、MW702-GPS手机、MW720-GPS手机、Outback eDriveTC、Outback S-Lite、Outback Sts、精锐-2100D、精锐-DR100L、任我游汽车导航PND系列、三维姿态测量系统ADU5、双星单频OEM板-JNS100-GG、新月A系列-HA100接收机、新月R系列-HR100、新月V系列-HV100、新月V系列-HV2S,卫星制造及应用,公司是国内进入卫星导航定位(GNSS)领域最早、技术储备最深厚、产业布局最完备的公司之一，是中国仅有的实现了全产业链布局的企业，拥有了从高精度核心技术、板卡部件、终端设备、解决方案到服务平台的全产业链产品与服务。公司以丰富的应用经验，率先实现卫星导航在多种行业的应用，开拓了大量中国时空信息应用的第一次，始终见证、推动、引领中国卫星导航定位市场的发展，合众思壮已形成全球化业务布局和服务能力，以全球化视野进行全球资源配置，构建了以中国、美国、加拿大、意大利在内的国内、外产品研发生产与营销架构体系，产品行销遍布全球的数十个国家和地区，为推动北斗全球发展奠定坚实基础。
002119.SZ,康强电子,517861.1590163935,260844.86947717844,181236420.71,康强SOT表面贴装引线框架、康强电极丝、康强集成电路引线框架、康强键合金丝、康强键合铜丝、康强精密模具、康强三极管引线框架、康强载带102系列、康强载带103系列、康强载带204系列,包装机械、电子元器件,公司是一家专业从事各类半导体封装材料的开发、生产、销售的国家级高新技术企业。主要生产各类半导体塑封引线框架、键合丝、电极丝和生产框架所需的专用设备等产品。公司在原“省级研发中心”基础上扩大编制，成立了“浙江省康强电子封装材料研究院”，引进国内外先进的实验检测设备，广纳高科技人才，并与多家高校及科研院所开展产学研合作。同时公司再次承担了十二五国家重大科技专项——“高密度刻蚀引线框架”，一方面为发展我国极大规模集成电路奠定基础，另一方面快速提高了公司生产工艺、研发装备水平和生产、研发能力，实现了技术升级和产品升级。此外，公司发展始终以环保和节能为宗旨。凭借工艺改造、技术创新，首家实现生产点镀银引线框架，和全镀银产品相比大量节约了白银。自主研发电镀废水回收处理设施，采用“分质分流、膜法处理、在线回用”技术，实现了资源循环、节能降耗、绿色发展。
300046.SZ,台基股份,511418.56374168035,352918.6552074689,44087780.91,MUR200 超快恢复二极管、UDS、UDQ系列电焊机整流桥、大功率超高速半导体开关RSD、单相/三相整流桥模块、非绝缘型晶闸管/整流管混合模块、非绝缘型晶闸管模块、非绝缘型整流管模块、高频晶闸管、功率组件、快恢复二极管、快速晶闸管、快速晶闸管/整流管模块、平板式功率模块、普通晶闸管、普通晶闸管/整流管混合模块、普通晶闸管模块、普通整流管模块、散热器、双向晶闸管、特种半导体器件、整流二极管,半导体分立器件,公司是国内大功率半导体器件领域为数不多的掌握前道(扩散)技术、中道(芯片制成)技术、后道(封装测试)技术，并掌握大功率半导体器件设计、制造核心技术并形成规模化生产的高新技术企业。公司采用垂直整合(IDM)一体化的经营模式，专业致力于功率半导体芯片及器件的研发、制造、销售及服务，主要产品为功率晶闸管、整流管、IGBT、电力半导体模块等功率半导体器件，广泛应用于工业电气控制和电源设备。公司致力于中国电力电子技术应用的普及和提升，节约能源，造福社会，成为中国具竞争力的功率半导体提供者。公司拥有省级企业技术中心，省级工程技术研发中心(湖北省电力电子器件和功率模块工程技术研发中心)，建立了湖北省博士后产业基地，是湖北省高校毕业生就业基地以及湖北省创新型试点企业，先后承担了国家发改委、科技部、商务部的多项重点科研项目。
688689.SH,银河微电,496819.5934426229,107736.76737759337,140871314.6,ESD保护二极管、MOSFET、插件桥、发光二极管（LED）、固态放电二极管、光电耦合器、开关二极管、快恢复二极管、三端稳压电路、数字三极管、双极型三极管（BJT）、双向触发二极管、瞬态二极管（TVS）、贴片桥、稳压二极管、线性恒流IC、肖特基二极管、整流二极管,半导体分立器件,"公司是一家专注于半导体分立器件研发、生产和销售的高新技术企业。以封装测试专业技术为基础，公司不断推进研发创新，已经具备多门类系列化器件设计、部分品种芯片制造、多工艺封装测试以及销售和服务的一体化经营能力。公司掌握了20多个门类、近80种封装外形产品的设计技术和制造工艺，已量产8,000多个规格型号的分立器件，是细分行业中产品种类最为齐全的公司之一，可以为客户提供适用性强、可靠性高的系列产品及技术解决方案，满足客户一站式采购需求。公司产品广泛应用于计算机及周边设备、家用电器、适配器及电源、网络通信、汽车电子、工业控制等领域，公司2017-2019年被中国半导体行业协会评为“中国半导体功率器件十强企业”、2019年被中国半导体行业协会封装分会评为“中国分立器件封装产能十强企业”。此外，公司成功加入国际汽车电子协会，在半导体器件领域与英飞凌、安森美等公司同为该协会技术委员会(AEC Technical Committee)成员。"
603931.SH,格林达,437272.36899098364,64935.11019917013,140543197.04,BOE蚀刻液、CF显影液、N-甲基呲咯烷酮、TMAH显影液、冰醋酸、丙酮、氟化氢铵、甲醇、铝蚀刻液、氢氟酸、氢氧化钾、清洗液、稀释液、硝酸、盐酸,化学试剂、有机化工原料,公司专业从事超净高纯湿电子化学品的研发、生产和销售业务，产品主要有显影液、蚀刻液、稀释液、清洗液等。下游应用领域主要为显示面板、半导体、太阳能电池等，主要用于显影、蚀刻、清洗等电子产品制造工艺中。公司是国家高新技术企业、杭州市专利试点企业，自主研发掌握多项专利技术，设有浙江省省级企业研究院和杭州市市级企业技术中心。公司是中国电子材料协会理事单位、中国集成电路材料和零部件产业技术创新战略联盟会员单位、全国半导体设备和材料标准技术委员会电子化学品标准工作组组长单位。公司自主研发的TMAH显影液制备工艺，实现了技术突破，填补国内空白。公司曾荣获“国家彩电产业战略转型产业化专项项目”、“国家火炬计划产业化示范项目”、“2015年浙江省优秀工业产品”、“2017年度中国显示产业链卓越贡献奖”、“2017年度中国显示产业链协同开发奖”、“中国电子材料行业-电子化工材料专业十强”等多项殊荣。公司产品在行业中具备较好的口碑和声誉，产品终端用户包括京东方集团、韩国LG集团、华星光电、天马微电子、中电熊猫等国内外知名企业。
688286.SH,敏芯股份,407307.42156644264,54001.76577593361,12424009.95,敏芯微MEMS 惯性传感器、敏芯微MEMS 声学传感器、敏芯微MEMS 压力传感器、敏芯微MEMS麦克风,电子元器件,公司是一家以MEMS传感器研发与销售为主的半导体芯片设计公司，目前主要产品线包括MEMS麦克风、MEMS压力传感器和MEMS惯性传感器。经过多年的技术积累和研发投入，公司在上述MEMS传感器芯片设计、晶圆制造、封装和测试等各环节都拥有了自主研发能力和核心技术，同时能够自主设计为MEMS传感器芯片提供信号转化、处理或驱动功能的ASIC芯片，并实现了MEMS传感器全生产环节的国产化。公司先后获得“2013年度十大中国MEMS设计公司品牌”、2016和2017年大中华IC设计成就奖、中国半导体行业协会2016和2018年“中国半导体MEMS十强企业”。公司还在2015年入选全球知名电子产品期刊EE Times发布的“EE Times Silicon60：2015Startups to Watch”(全球60家值得注意的新创科技公司)。
300410.SZ,正业科技,398084.6921528033,155225.19137288135,129777294.61,正业PCB精密加工辅助材料、正业UV激光打孔机、正业UV激光切割机、正业X光检查机、正业半固化片自动裁切机、正业离子污染测试仪、正业特性阻抗测试仪、正业自动化贴补强机,磁性材料、电子测试和测量仪器、专用设备与零部件,公司是一家专业从事精密仪器设备及高端电子材料的集研发、生产、销售和技术服务于一体的国家火炬计划重点高新技术企业。公司主营业务之一为PCB精密加工检测设备和PCB精密加工辅助材料，如机器视觉系列、实验室仪器系列、半固化片无尘自动裁切机、全自动补强机、字符喷印机、膜系列、过滤系列等产品，广泛应用于PCB行业。子公司集银科技主要研发、生产和销售热压贴合设备，包括液晶模组系列、背光源设备系列、摄像头设备系列等产品。公司主要研发、生产及销售焊接机器人系列、智能制造系列、生产线系列、标准设备等。近年来，公司共承担国家级科技计划项目3项，省级科技计划、技术进步项目10余项，1项产品被列入国家重点新产品、多项产品被列入广东省高新技术产品以及广东省自主创新产品。
300706.SZ,阿石创,391522.9059631476,146856.90631120335,17660778.48,AZO靶材、ITO靶材（平面靶）、ITO靶材（旋转靶）、镀膜配件、二氧化锆、钒蒸发料、氟化镝、氟化镧、氟化镁、锆钛合金、铬蒸发料、光学元器件配件、硅靶材（平面靶）、硅靶材（旋转靶）、硅锆合金靶材、硅铝合金、硅铝合金靶材、硅蒸发料、金靶材、金合金靶材、金蒸发料、铝靶材、铝蒸发料、镁蒸发料、钼靶材、钼合金靶材、铌靶材、镍铬合金靶材、镍蒸发料、三氧化二铝、石英环、石英片、钛酸镧、钛钽合金、钛蒸发料、铜靶材、铜蒸发料、微晶银粉、钨合金靶材、五氧化三钛、锡蒸发料、锌铝合金靶材、氧化铒、氧化铌靶材、铟蒸发料、银靶材、银铜蒸发料、银蒸发料,电子元器件、高分子聚合物、光学辅材、合金、其他化学品、石材石料、氧化铝、专用设备与零部件,公司是集高档薄膜材料生产、研发、销售于一体的具有自主知识产权的高新技术企业。公司是一家专门从事各种PVD镀膜材料研发、生产和销售的生产型企业，从研发应用于精密光学元件镀膜的蒸镀材料起步，公司不断探索PVD镀膜材料的新材质、新配方和新工艺，持续开发产品种类和应用领域，迄今已研发出数百款产品，涵盖金属/非金属单质、合金及化合物等多种材质。公司产品已在平板显示、光学元器件、节能玻璃等领域得到广泛应用，并已研发出应用于LED、半导体等领域的多款产品，是国内PVD镀膜材料行业产品品种较为齐全、应用领域较为广泛、工艺技术较为全面的综合型PVD镀膜材料生产商。公司怀着“创新、严谨、责任、感恩”的态度，将成熟的生产工艺，严格的生产规范，精良的生产设备相结合。对于每个产品，做到“工序道道相连，检验环环相扣”，采用ISO14000质量管理和OEC管理体系，怀着产品一直保持着“不良品输出率为零”的精神。公司同许多大型知名企业长期保持合作关系，产品远销日本、美国、德国、韩国等国家，并与全球知名光电技术企业建立长期的战略合作伙伴关系。
300493.SZ,润欣科技,368187.2230480574,100514.1023692946,58247279.87,WiFi 及网络处理器芯片、传感器芯片、电容、连接器、射频及功率放大器件、微处理器芯片、无线连接芯片,电子元器件,公司是国内领先的IC产品授权分销商，分销的IC产品以通讯连接芯片、射频和功率放大芯片和传感器芯片为主。目前主要代理高通、AVX/京瓷、思佳讯、AAC等全球著名IC设计制造公司的IC产品，并拥有美的、共进电子、大疆创新等客户，是IC产业链中连接上下游的重要纽带。近年来，公司一直专注于无线通讯连接及传感技术的研发，形成了在智慧家电、无线城市、安防、指纹识别应用等多个领域的IC应用解决方案。凭借在无线连接及传感应用领域的积累，随着低功耗无线技术、物联网应用的高速发展，公司在WiFi、蓝牙BLE、射频和功率放大芯片、NB-IOT芯片和模块技术领域持续投入，不断扩充分销的产品种类，提升公司业务规模及盈利能力。
300139.SZ,晓程科技,323409.8360655738,241844.44504979253,78641833.38,DEMO板、PDA、PDA-JBA188(捷宝)、PL2102、PL3000--单相多功能数字电能表SOC产片、PL3105--通用智能仪表SOC、PL3106--通用智能仪表SOC、PL3201--单相多功能数字电能表SOC产品、XC2023/XC3023--继电器驱动芯片、ZF3106串口-载波通讯模块、大用户用电管理系统、电力线载波抄表系统、配变综合监控系统、下载板、载波测试仪,集成电路、系统集成服务,公司是国内规模较大的电力终端载波芯片供应商，国内电力终端载波芯片市场的领导者。公司始终致力于电力线载波芯片及相关集成电路产品的研发、销售，并面向电力行业用户提供完整解决方案和技术服务。产品包括集成电路和电能表，电能表是自主研发的集成电路的下游应用领域。公司拥有全部知识产权的PL(PowerLine)和XC(XiaoCheng)系列芯片是针对电力行业的电力线特性以及对终端产品的特殊规范开发的电力终端产品专用芯片。公司积极拓展海外市场，为终端客户提供电力生产—配网扩建—电网降损—电能计量等服务，打造行业解决方案、行业服务闭环；在国内市场方面，公司专注于载波芯片及相关集成电路技术研发，紧跟国家电网、南方电网新技术标准和采购计划，积极推广、销售新一代载波芯片及相关集成电路应用产品，不断提升公司品牌及市场影响力。
300333.SZ,兆日科技,274176.0,141308.61224896266,26579604.09,核验服务器CT-400、支付密码器CI-800、支付密码器CI-900、支付密码器CI-910、主管授权卡CP-100,电子元器件,公司是一家以现代密码技术为基础，移动通讯技术为平台，支付安全为核心的国家高新技术企业。近几年，越来越多的商业银行表达出对公业务的移动化创新的需求。兆日科技推出的银企通平台以安全性设计为基础，打通了银行和企业、企业和企业、企业成员之间的通信，让银行可以基于银企通平台以模块化方式搭建创新业务，帮助银行迅速推出和迭代新业务。公司自成立以来，一直专注于现代密码技术为核心的应用开发，通过在现代密码、安全芯片、信息安全、安全通讯和自动识别等技术领域的不断创新，以及专业从事信息安全产品及安全通讯平台的研发、生产和销售所积累的人才、技术、管理和实践经验奠定了公司在国际、国内同行业的领先地位。
